所属站,站组ID,分站名,平台ID,分站编号,车来了分站,经度,纬度,经停线路
板头市场站,板头市场,板头市场站,BV10015932,,板头市场,113.542939,22.793438,南夜4路、南沙4路、南沙63路A线、南沙63路B线、南沙8路
半岛花园总站,半岛花园总,半岛花园总站,BV10393934,,半岛花园总站,113.174562,23.132542,广123路
半径站,半径,半径站,BV11491317,,半径站,113.838661,23.729801,从602路
半坑,半坑,半坑,BV09149519,,,113.154880,23.150074,广281路
伴河路,伴河路,伴河路,BV10017526,,伴河路,113.506461,23.155000,334路
伴河路(瑞祥路口),伴河路(瑞祥路口),伴河路(瑞祥路口),BV11483405,,伴河路（瑞祥路口）,113.509016,23.148745,334路
湴汾村,湴汾村,湴汾村,BV10016259,,,113.819632,23.466708,增城42路
湴湖,湴湖,湴湖,BV11388326,,湴湖（广州科技学院）,113.453782,23.409076,650路、714路、725路、738路、从5路长线、从805路、夜116路
湴湖村委,湴湖村委,湴湖村委,BV11522309,,湴湖村委,113.454627,23.421634,738路
湴湖黑叶园,湴湖黑叶园,湴湖黑叶园,BV11522304,,湴湖黑叶园,113.451235,23.420766,738路
湴湖卫生站,湴湖卫生,湴湖卫生站,BV11522308,,,113.451475,23.411670,738路
湴湄村站,湴湄村,湴湄村,BV09178574,,湴湄村,113.337990,22.865230,南41路、南沙68路
湴湄村口站,湴湄村口,湴湄村口站,BV11176036,,,113.337990,22.865230,南41路
湴湄村委站,湴湄村委,湴湄村委站,BV09232734,,,113.317070,22.864676,南41路
湴塘,湴塘,湴塘,BV11115209,,湴塘,113.727225,23.623555,从14路、从19路
邦盛二路,邦盛二路,邦盛二路,BV11624170,,邦盛二路,113.245221,23.349724,花22路
邦一工业园,邦一工业园,邦一工业园,BV11691203,,邦一工业园,113.243216,23.351265,707路、花21路、花21路夜班
蚌湖,蚌湖,蚌湖站,BV11589185,,蚌湖,113.255243,23.299604,843路、夜129路
蚌湖公园,蚌湖公园,蚌湖公园,BV10019049,,蚌湖公园,113.255602,23.300576,652路、843路
蚌湖桥南,蚌湖桥南,蚌湖桥南,BV10019045,,蚌湖桥南,113.265800,23.290812,753路
蚌湖清河大街总站,蚌湖清河大街总,蚌湖清河大街总站,BV09314979,,蚌湖清河大街总站,113.264060,23.289625,753路
蚌湖市场,蚌湖市场,蚌湖市场站,BV11589189,,蚌湖市场,113.253631,23.297208,652路、843路、夜129路
傍江东村,傍江东村,傍江东村,BV10023352,,傍江东村,113.403648,22.947946,番3路、番92路/番92路、番93路、番93路短线
傍江西村,傍江西村,傍江西村,BV11469169,,傍江西村,113.400057,22.946480,番100路、番16路、番19路、番3路、番68路、番92路/番92路
傍西医院,傍西医院,傍西医院,BV10023207,,傍西医院,113.396267,22.947062,番111路、番16路、番19路
傍新路口,傍新路口,傍新路口,BV10023353,,傍新路口,113.406616,22.949861,番3路、番92路/番92路、番93路、番93路短线
傍雁路(亚运大道路口),傍雁路(亚运大道路口),傍雁路(亚运大道路口),BV09329721,,傍雁路,113.406186,22.940318,番99路
傍雁路(亚运大道路口),傍雁路(亚运大道路口),傍雁路,BV11117854,,傍雁路,113.406337,22.940469,番100路、番93路、番99路
傍雁路临时公交总站,傍雁路临时公交总,傍雁路临时公交总站,BV11151539,,傍雁路临时公交总站,113.403995,22.945426,301路、番16路、番19路、番1路、番68路、番6路、番93路短线
傍雁路中站,傍雁路中,傍雁路中站,BV09200221,,傍雁路中,113.405198,22.942825,301路、番100路、番16路、番19路、番1路、番68路、番6路、番93路、番99路、番93路短线
宝城花园南,宝城花园南,宝城花园南,BV10262459,,,113.794605,23.030277,莞G7路
宝丰路,宝丰路,宝丰路,BV10022799,,宝丰路,113.549633,23.093812,B30路
宝峰北路,宝峰北路,宝峰北路,BV11450304,,,113.171527,23.477131,花89路
宝峰路口,宝峰路口,宝峰路口站,BV09002100,,宝峰路口,113.167203,23.468355,花23路、花81路
宝岗大道北,宝岗大道北,宝岗大道北,BV10016120,,宝岗大道北,113.255514,23.106899,121A路、121路、194路、243路、244A路、244路、250路、270路、273路、527路、527路机电班车、530路、53路、5路、B8路、夜120路、夜22路、夜36路、夜37路、夜55路、夜89路、113路
宝岗大道南,宝岗大道南,宝岗大道南,BV10016123,,宝岗大道南,113.264872,23.090298,121路、186路、226路、244A路、244路、250路、285路、29路、527路、527路机电班车、530路、813路、91路、夜120路、夜22路、夜36路、夜45路、夜55路、夜93路
宝岗大道中,宝岗大道中,宝岗大道中,BV10016126,,宝岗大道中,113.257785,23.102654,121A路、121路、194路、243路、244A路、244路、250路、270路、273路、527路、527路机电班车、530路、53路、5路、B8路、夜120路、夜22路、夜36路、夜37路、夜55路、夜89路、113路
宝岗大道总站,宝岗大道总,宝岗大道总站,BV10018533,,宝岗大道总站,113.258801,23.100838,194路、53路、B5路、B8路、夜23路、夜89路、夜93路
宝华路,宝华路,宝华路,BV10018663,,宝华路,113.236369,23.116921,15路、530路、61路、6路、夜5路
宝华路口,宝华路口,宝华路口,BV10016187,,宝华路口,113.235679,23.119217,2路、3路、61路、82路、夜33路
宝隆路,宝隆路,宝隆路,BV11590047,,,112.918421,23.354134,655A线
宝墨园总站,宝墨园总,宝墨园总站,BV10023082,,宝墨园总站,113.286565,22.898997,314路、佛314路、番12路旅游专线、番67路旅游专线
宝墨园总站,宝墨园总,番禺宝墨园,BV11571832,,,113.286683,22.899068,314路、佛349路
宝墨园总站,宝墨园总,宝墨园,BV11626409,,,113.286554,22.898989,佛349路
宝趣玫瑰世界,宝趣玫瑰世界,宝趣玫瑰世界,BV10022887,,宝趣玫瑰世界,113.579426,23.622579,从6路
宝盛广场,宝盛广场,宝盛广场,BV11276591,,宝盛广场,113.613801,23.158118,增城30路、增城31路、增城43路、增城44路、增城45路、增城64路、新塘万达1路
宝盛路口,宝盛路口,宝盛路口站,BV10252936,,,112.914290,23.238872,655A线、655B路、655路
宝石东路,宝石东路,宝石东路,BV11401096,,,113.169400,23.062140,同成社区公交接驳专线、同成社区接驳专线
宝田基村,宝田基村,宝田基村,BV11570522,,宝田基村,113.718727,23.180128,增城14路、增城34路
宝田加油站,宝田加油,宝田加油站,BV10015521,,宝田加油站,113.226468,23.388555,夜92路、花17路联民村、花1路、花75路、花76路、花84路、花9路
宝溪村委,宝溪村委,宝溪村委站,BV11398013,,宝溪村委站,113.433353,23.702500,从908路
宝溪村一队,宝溪村一队,宝溪村一队,BV11398023,,宝溪村一队站,113.424919,23.703104,从908路
宝鸭北路,宝鸭北路,宝鸭北路,BV10013749,,宝鸭北路,113.227887,23.196054,176路、428路
宝业路,宝业路,宝业路,BV10417946,,宝业路,113.256938,23.093930,220路、226路、489路、811路、813路、夜45路
宝业路口,宝业路口,宝业路口,BV10417945,,宝业路口,113.260931,23.095278,220路、226路、489路、813路
宝月,宝月,宝月,BV10253228,,,112.914714,23.249932,655A线、655B路、655路
保丰路,保丰路,保丰路,BV10915450,,保丰路,113.242532,23.034142,桂12路、桂21路
保丰围,保丰围,保丰围站,BV10015938,,保丰围,113.537325,22.655089,南沙16路、南沙9路团结围线、南沙9路缸瓦沙线
保利爱特城总站,保利爱特城总,保利爱特城总站,BV11284655,,保利爱特城总站,113.541730,23.146691,323路、349路、358路、391A路
保利城,保利城,保利城,BV11581336,,保利城,113.157286,23.379767,花19路
保利城南怡湾,保利城南怡湾,保利城南怡湾站,BV09412958,,保利城南怡湾,113.483291,22.827476,南14路、南61路、南夜1路、南沙61路短线、南沙夜1路
保利红棉花园,保利红棉花园,保利红棉花园,BV10016107,,保利红棉花园,113.270207,23.078160,180路、221路、527路、527路机电班车、530路、544路、546路、551路、59路、夜120路、夜32路、夜55路、79路
保利花园(南石头),保利花园(南石头),保利花园(南石头),BV10021897,1,保利花园（南石头）①,113.268794,23.076213,180路、220路、221路、230路、288路、29路、303路、309路、31路、469路、521路、527路、527路机电班车、530路、544路、546路、551路、583路、59路、75路、9路、夜120路、夜24路、夜3路、夜55路、夜7路、79路、87路
保利时代,保利时代,保利时代,BV09376472,,,113.624141,23.572909,从化13路
保利天悦,保利天悦,保利天悦,BV11662491,,保利天悦,113.374953,23.107006,夜108路
保利香逸花园,保利香逸花园,保利香逸花园,BV10668285,,保利香逸花园,113.356037,22.915579,番19路、番9路、番9路长线
保利心语花园,保利心语花园,保利心语花园,BV11474165,,保利心语花园,113.242152,23.038562,桂11路、桂21路
保利星海小镇站,保利星海小镇,保利星海小镇站,BV10840523,,保利星海小镇,113.347779,22.838265,南68路快线、南沙68路
保利亚奥北苑(黄山路),保利亚奥北苑(黄山路),保利亚奥北苑,BV10424941,,保利亚奥北苑,113.486097,22.969627,番132路旅游专线、番162B路、番夜3路
保利亚奥北苑(黄山路),保利亚奥北苑(黄山路),保利亚奥北苑(黄山路),BV11421981,,,113.483972,22.968541,番93路
保利亚奥南苑,保利亚奥南苑,保利亚奥南苑,BV11141659,,保利亚奥南苑,113.485709,22.965639,番132路旅游专线、番162B路、番夜3路
保利一号公馆,保利一号公馆,保利一号公馆,BV11092637,,保利一号公馆,113.811251,23.265492,增城10路、增城10路快线、增城5路、增城8路、增夜2路
保利紫云,保利紫云,保利紫云,BV11637814,,保利紫云,113.246780,23.192490,662路
保良村,保良村,保良村,BV11497171,,保良村,113.358975,23.422034,716路、花84路
保税区(酒博城)总站,保税区(酒博城)总,保税区(酒博城)总站,BV09385630,,保税区（酒博城）总站,113.536679,23.077297,516路
保税区(酒博城)总站,保税区(酒博城)总,保税区总站,BV10022078,,保税区（酒博城）总站,113.536674,23.077159,B28路、夜41路
保税区南门,保税区南门,保税区南门,BV10022081,,保税区南门,113.528291,23.068226,363路、516路、B28路、夜41路
保盈大道站,保盈大道,保盈大道站,BV09269180,,保盈大道,113.520875,23.076313,453A路、453路环线、516路、567路、569路、571B路、572路、573路快线、575路、B28路、B29路、夜41路、夜49路
保盈大道站,保盈大道,保盈大道(南行),BV09344024,,保盈大道,113.520951,23.076121,广369路
保盈大道站,保盈大道,保盈大道(北行),BV09344028,,保盈大道,113.521182,23.076435,广369路
保盈大道东,保盈大道东,保盈大道东,BV09223987,,,113.528334,23.077978,363路
保盈大道西,保盈大道西,保盈大道西,BV09223985,,,113.523862,23.077996,363路
报德祠,报德祠,报德祠,BV10024432,,报德祠,113.796167,23.417203,增城70路
碑记街北路口,碑记街北路口,碑记街北路口,BV09257864,,,113.282989,23.284329,龙归3线
碑记街路口,碑记街路口,碑记街路口,BV09257865,,,113.280920,23.283929,龙归3线
北站,北,北站1,BV09226114,1,北站（三元里大道）①,113.248931,23.166339,176路、185路、740路、975路、夜26路、夜77路、夜87路、108路、105路、113路
北站,北,北站,BV10013762,2,北站（三元里大道）②,113.248572,23.166358,176路、21路、274路、278路、475路、519路、528路、538路、540路、555路、556路、7路、803路、975路、夜105路、夜107路、夜12路、夜26路、夜87路、108路、105路、113路
北岸花园,北岸花园,北岸花园,BV11322316,,,113.581730,23.023254,莞618路、莞619路、莞86路
北城白云花园,北城白云花园,北城白云花园,BV10019940,,北城白云花园,113.362354,22.953531,番21B路、番27路、番4B路
北城公交站,北城公交,北城公交站,BV10023190,,,113.360255,22.945817,夜88路
北城公交总站,北城公交总,北城公交总站,BV09011622,,,113.360255,22.945817,夜88路
北村,北村#1,北村,BV11688527,,北村,113.292949,23.299378,510路、751路、840路、夜123路、夜94路
北村,北村#2,北村,BV09006200,,北村,113.172033,23.125260,佛244路、广123路、广281路、沥12路
北村德星里,北村德星里,北村德星里,BV10252209,,北村德星里,113.172835,23.127523,佛244路、沥12路
北村路,北村路,北村路,BV10625233,,北村路,113.168475,23.115219,佛244路、佛沥18路、广123路
北村桥站,北村桥,北村桥站,BV11482983,,北村桥,113.291888,23.295292,427路、753路
北村闸,北村闸,北村闸,BV11688704,,北村闸,113.174423,23.132148,佛244路、佛沥12高峰线、广281路、沥12路
北帝庙,北帝庙,北帝庙,BV10022837,,北帝庙,113.572705,23.553669,从1路东线、从1路西线、从21路长线、从夜3路
北斗渡口,北斗渡口,北斗渡口站,BV09009791,,北斗渡口,113.340948,22.889672,南41路、番6路、番7路
北斗渡口,北斗渡口,北斗渡口站2,BV09253463,2,,113.339136,22.888913,南41路
北斗渡口,北斗渡口,北斗渡口站1,BV09269674,1,北斗渡口,113.340948,22.889672,南60路、南沙68路
北斗桥底站,北斗桥底,北斗桥底站,BV10323095,,北斗桥底,113.346844,22.890694,南60路、南沙68路
北海村水果批发市场,北海村水果批发市场,北海村水果批发市场,BV10023281,,北海村水果批发市场,113.340275,22.936145,番22B路、番22路
北海村总站,北海村总,北海村总站,BV10023280,,北海村总站,113.337050,22.933992,番22B路、番22路
北湖三路,北湖三路,北湖三路,BV11688741,,北湖三路（南湖三路）,113.054231,23.063058,佛250路、佛277路
北环路,北环路,北环路,BV09357587,,北环路（渔人码头）,113.290949,23.049573,番188路
北环路(圃结街路口),北环路(圃结街路口),北环路(圃结街路口),BV11627531,,北环路（渔人码头）,113.286458,23.052261,番188路
北环路北,北环路北,北环路北,BV09412892,,,113.178080,23.128367,佛沥12高峰线
北环路东,北环路东,北环路东,BV11579688,,,113.189889,23.122967,佛沥12高峰线
北环路中,北环路中,北环路中,BV11579689,,,113.183887,23.123727,佛沥12高峰线
北较场横路,北较场横路,北较场横路,BV11328395,,北较场横路,113.275429,23.139372,483路
北较场路,北较场路,北较场路,BV11328397,,北较场路,113.272552,23.140595,483路
北滘公园,北滘公园,北滘公园,BV10255226,,,113.208078,22.934533,佛349路
北滘交警中队,北滘交警中队,北滘交警中队,BV10254185,,,113.212377,22.908284,佛349路
北滘商业广场,北滘商业广场,北滘商业广场,BV10254562,,,113.209942,22.934505,佛349路
北滘文化广场,北滘文化广场,北滘文化广场,BV10254085,,,113.200274,22.923087,佛349路
