合并站名,站组ID,原始分站名,站点ID,经度,纬度
万水塘路口,万水塘路口,万水塘路口,BV09257862,113.284707,23.289613
万江医院,万江医院,万江医院,BV11296638,113.714499,23.058638
万江桥,万江桥,万江桥,BV10262200,113.730534,23.048831
万洲村,万洲村#1,万洲村站,BV10019830,113.467169,22.809377
万洲村,万洲村#2,万洲村,BV11382461,113.462182,22.8438
万洲村委站,万洲村委,万洲村委站,BV10015036,113.463288,22.838475
万洲桥北站,万洲桥北,万洲桥北站,BV10020676,113.474302,22.803553
万洲水闸总站,万洲水闸总,万洲水闸总站,BV09271783,113.47845,22.807514
万洲水闸站,万洲水闸,万洲水闸站,BV10015028,113.478434,22.807504
万田公园,万田公园,万田公园站,BV09206683,113.667581,23.177867
万石,万石,万石,BV10252411,113.080489,23.181178
万福东,万福东,万福东,BV11688405,113.271367,23.123188
万福西,万福西,万福西,BV10016184,113.265777,23.122155
万福路,万福路,万福路,BV11688409,113.268078,23.122679
万科四季花城(南门),万科四季花城(南门),万科四季花城(南门),BV11167453,113.177656,23.149547
万科四季花城总站,万科四季花城总,万科四季花城总站,BV11557348,113.182257,23.154685
万科四季花城总站,万科四季花城总,万科四季花城总站,BV10015230,113.182464,23.155512
万科城,万科城,万科城,BV10498206,113.050522,23.53761
万科天景花园,万科天景花园,万科天景花园,BV10847897,113.177597,23.37501
万科小学,万科小学,万科小学,BV11535654,113.460075,23.110671
万科广场南公交站,万科广场南公交,万科广场南公交站,BV11504688,113.795111,22.802353
万科府前花园北门,万科府前花园北门,万科府前花园北门站,BV11403799,113.516435,22.795537
万科海上明月,万科海上明月,万科海上明月站2,BV09010681,113.488091,22.807163
万科海上明月,万科海上明月,万科海上明月2,BV09078999,113.487968,22.807179
万科海上明月,万科海上明月,万科海上明月站,BV11443817,113.487968,22.807179
万科海上明月总站,万科海上明月总,万科海上明月总站,BV11625830,113.482898,22.80703
万科第五城,万科第五城,万科第五城,BV11106427,113.758573,23.094321
万科里享家总站,万科里享家总,万科里享家总站,BV11312590,113.562456,23.19704
万科金域中央北,万科金域中央北,万科金域中央北,BV10507041,113.16794,23.068695
万胜围,万胜围,万胜围,BV10420826,113.378242,23.100388
万胜围总站,万胜围总,万胜围总站,BV11011363,113.378813,23.099801
万能村,万能村,万能村,BV10016262,113.84094,23.453237
万豪商业街,万豪商业街,万豪商业街,BV10019874,113.351101,22.979609
万达广场,万达广场#1,万达广场,BV09219044,113.149767,23.067734
万达广场,万达广场#2,万达广场站,BV10381619,113.52992,22.798051
万达广场,万达广场#3,万达广场,BV11619345,112.556535,23.146397
万达广场(双山大道)站,万达广场(双山大道),万达广场(双山大道)站,BV10962703,113.527132,22.796471
万达广场总站,万达广场总,万达广场总站,BV10412594,113.343452,23.010441
万达广场站(双山大道),万达广场站(双山大道),万达广场站(双山大道),BV11257504,113.527132,22.796471
万达广场西,万达广场西,万达广场西,BV10431722,113.807546,23.279295
万锦豪园西站,万锦豪园西,万锦豪园西站,BV10938474,113.146015,23.054543
万顷沙中学,万顷沙中学,万顷沙中学站,BV10015879,113.547662,22.71093
万顷沙公交总站,万顷沙公交总,万顷沙公交总站,BV11132384,113.546354,22.712075
万顷沙公交站,万顷沙公交,万顷沙公交站,BV10015797,113.54659,22.712303
万顷沙总站,万顷沙总,万顷沙总站,BV09099111,113.546355,22.712077
三东东布,三东东布,三东东布,BV11688984,113.231075,23.411626
三东大道西,三东大道西,三东大道西,BV09000744,113.188861,23.418866
三东小学,三东小学,三东小学,BV11688074,113.228637,23.41498
三东市场,三东市场,三东市场,BV10015659,113.228574,23.410054
三东新村西区,三东新村西区,三东新村西区,BV10475303,113.225837,23.412401
三东村,三东村,三东村站,BV11688081,113.229301,23.425548
三丫车,三丫车,三丫车,BV11119672,113.769877,23.47174
三乐路,三乐路,三乐路,BV10254188,113.227803,22.909546
三乐路伟业路口,三乐路伟业路口,三乐路伟业路口,BV10254186,113.217671,22.908786
三乐路北滘站,三乐路北滘,三乐路北滘站,BV10254184,113.204941,22.907131
三乐路烈士路口,三乐路烈士路口,三乐路烈士路口,BV11049649,113.259386,22.911889
三九脑科医院,三九脑科医院,三九脑科医院,BV10016355,113.327228,23.180564
三乡路西站,三乡路西,三乡路西站,BV11044199,113.188197,23.135602
三亚塘景区,三亚塘景区,三亚塘景区,BV11152938,113.796208,23.740477
三保工业区,三保工业区,三保工业区,BV10022016,113.533034,23.104582
三元宫,三元宫,三元宫,BV10021780,113.257323,23.137054
三元里,三元里,三元里,BV09002689,113.253538,23.158879
三元里人民抗英斗争纪念馆,三元里人民抗英斗争纪念馆,三元里人民抗英斗争纪念馆,BV09162720,113.255052,23.16352
三元里古庙,三元里古庙,三元里古庙,BV10015205,113.25629,23.162965
三元里地铁站A口,三元里地铁站A口,三元里地铁站A口,BV09162723,113.252393,23.160144
三元里大道(桂花岗),三元里大道(桂花岗),三元里大道(桂花岗),BV11478560,113.256781,23.156439
三元里大道(桂花岗),三元里大道(桂花岗),三元里大道,BV11576966,113.255079,23.158276
三元里大道(桂花岗),三元里大道(桂花岗),三元里大道(桂花岗)1,BV11478033,113.256071,23.157839
三元里大道中,三元里大道中,三元里大道中,BV11687945,113.245528,23.179734
三元里大道中,三元里大道中,三元里大道中3,BV09341551,113.245865,23.180433
三元里大道中,三元里大道中,三元里大道中2,BV09164965,113.244937,23.178895
三元里大道北,三元里大道北,三元里大道北站,BV09000485,113.250392,23.186516
三元里大道口,三元里大道口,三元里大道口,BV10013757,113.255274,23.190519
三元里抗英斗争纪念公园,三元里抗英斗争纪念公园,三元里抗英斗争纪念公园,BV09162717,113.256008,23.15773
三其大街,三其大街,三其大街,BV10020086,113.436482,22.947747
三凤村,三凤村,三凤村,BV11691192,113.308755,23.439252
三华村,三华村,三华村站,BV09002116,113.197591,23.393097
三向村,三向村,三向村,BV10015574,113.216262,23.368099
三善村口,三善村口,三善村口,BV10017642,113.292232,22.893088
三坑水库,三坑水库,三坑水库,BV11375034,113.057116,23.443567
三坪路口,三坪路口,三坪路口,BV11352969,113.42412,23.566962
三坭涌站,三坭涌,三坭涌站,BV10019820,113.423105,22.903283
三墩,三墩,三墩,BV10258556,113.480039,22.64373
三多路口站,三多路口,三多路口站,BV09254009,113.452064,23.110824
三姓围村,三姓围村,三姓围村,BV09173928,113.581917,22.752995
三姓围站,三姓围,三姓围站,BV10418336,113.577356,22.752471
三姓路,三姓路,三姓路,BV09186857,113.583779,22.745863
三安村路口,三安村路口,三安村路口,BV10016070,113.679703,23.168886
三宝墟,三宝墟,三宝墟,BV11687873,113.35566,23.187014
三将军村委路口,三将军村委路口,三将军村委路口,BV09154785,113.537961,23.55243
三将军路口,三将军路口,三将军路口,BV10017879,113.539182,23.566449
三层路口,三层路口,三层路口,BV10808756,113.672355,23.65084
三山大道东,三山大道东,三山大道东,BV11076856,113.241869,23.038809
三山立交,三山立交,三山立交,BV10487877,113.215418,23.009773
三德路口,三德路口,三德路口,BV10019780,113.491541,22.909053
三星,三星,三星,BV11119541,113.672218,23.364663
三星村,三星村,三星村,BV11377447,113.671996,23.366325
三星村委,三星村委,三星村委,BV09260929,113.672125,23.363398
三村村委路口站,三村村委路口,三村村委路口站,BV11152763,114.018261,23.837238
三村海丰南,三村海丰南,三村海丰南,BV11647668,113.337534,22.818494
三村路口,三村路口,三村路口,BV11152715,114.000857,23.846603
三桥丹山水闸,三桥丹山水闸,三桥丹山水闸,BV10015086,113.34499,22.932165
三桥北,三桥北,三桥北,BV10015088,113.344817,22.935493
三桥南,三桥南,三桥南,BV10015089,113.342543,22.926937
三棵松工区站,三棵松工区,三棵松工区站,BV11152950,113.810095,23.740281
三水区总工会,三水区总工会,三水区总工会,BV11364854,112.892463,23.168818
三水大塘中心广场,三水大塘中心广场,三水大塘中心广场,BV11630719,112.908062,23.433093
三水大塘中心广场总站,三水大塘中心广场总,三水大塘中心广场总站,BV11625129,112.907946,23.43246
三水总站,三水总,三水总站,BV11116063,114.01096,23.906397
三江关村,三江关村,三江关村,BV11463931,113.84492,23.190297
三江墟,三江墟,三江墟,BV11285651,113.849974,23.189634
三江居委,三江居委,三江居委,BV11463933,113.856046,23.187633
三江敬老院,三江敬老院,三江敬老院,BV11463936,113.859108,23.187082
三江田心村,三江田心村,三江田心村,BV11463935,113.823492,23.191711
三江石三路口,三江石三路口,三江石三路口,BV10024137,113.828863,23.156366
三江车站,三江车,三江车站,BV10024296,113.851207,23.192665
三沙公路站,三沙公路,三沙公路站,BV10015918,113.472913,22.884043
三沙村口,三沙村口,三沙村口站,BV09080934,113.469726,22.880267
三沙路口站,三沙路口,三沙路口站,BV09353103,113.46974,22.88179
三洪奇牌坊,三洪奇牌坊,三洪奇牌坊,BV09093921,113.20224,22.906776
三洲二架桥,三洲二架桥,三洲二架桥,BV10253909,113.26273,22.875131
三洲居委会(碧桂路),三洲居委会(碧桂路),三洲居委会(碧桂路),BV11053230,113.267705,22.885193
三洲市场,三洲市场,三洲市场,BV10253911,113.267095,22.87954
三洲牌坊,三洲牌坊,三洲牌坊,BV11372315,113.265153,22.87855
三涌,三涌,三涌站,BV10015001,113.597818,22.706839
三涌(万环西)站,三涌(万环西),三涌(万环西)站,BV10603714,113.505761,22.704361
三涌村路口,三涌村路口,三涌村路口,BV10262629,113.707345,23.114663
三涌龙穴岛站,三涌龙穴岛,三涌龙穴岛站,BV11689814,113.594887,22.706759
三滘村,三滘村,三滘村,BV11689530,113.30585,23.066015
三环岛,三环岛,三环岛,BV11430443,113.581483,23.141212
三百洞村委,三百洞村委,三百洞村委,BV11334506,113.551669,23.479036
三百洞村委总站,三百洞村委总,三百洞村委总站,BV11418722,113.561022,23.474466
三盛,三盛,三盛,BV10381844,113.317734,23.313253
三眼桥,三眼桥,三眼桥站,BV11371484,113.182226,23.100545
三联村委会,三联村委会,三联村委会,BV09404904,113.072909,23.307545
三联路口,三联路口#1,三联路口站,BV11382872,113.404615,23.404867
三联路口,三联路口#2,三联路口,BV09396049,113.776764,23.284732
三角亭,三角亭,三角亭,BV10018085,113.411292,23.076354
三角市,三角市,三角市,BV11688487,113.273915,23.124997
三角路口,三角路口,三角路口,BV10258557,113.482304,22.6736
三达路跨线桥首末站,三达路跨线桥首末,三达路跨线桥首末站,BV09052349,112.877438,23.16656
三雄极光,三雄极光,三雄极光,BV11397349,113.268917,22.978351
三骏市场,三骏市场,三骏市场,BV10255223,113.197576,23.139738
上下九步行街,上下九步行街,上下九步行街,BV11545108,113.24078,23.115569
上中坑村,上中坑村,上中坑村,BV10555844,113.528015,23.383018
上九东,上九东,上九东,BV10016156,113.247632,23.119738
上九坡村,上九坡村,上九坡村,BV11627810,113.768075,23.567366
上九路,上九路,上九路,BV11265529,113.246014,23.118398
上九陂村,上九陂村,上九陂村,BV11447928,113.768106,23.567334
上元,上元,上元,BV10461236,113.065665,22.993352
上元岗,上元岗,上元岗,BV11687888,113.3414,23.177511
上南村,上南村,上南村,BV10019239,113.350789,23.277929
上卢塘,上卢塘,上卢塘,BV10982601,113.409595,23.694453
上合,上合,上合,BV10262680,113.666163,23.067884
上围,上围#1,上围,BV10875074,113.507812,23.648209
上围,上围#2,上围,BV11152749,113.916881,23.811867
上围朱仙路,上围朱仙路,上围朱仙路,BV11477246,113.703206,23.219333
上围村,上围村,上围村,BV10023699,113.825373,23.150013
上坭小学站,上坭小学,上坭小学站,BV10742365,113.371198,22.879038
上坭村站,上坭村,上坭村站,BV10014916,113.376818,22.877441
上坳,上坳,上坳,BV10394550,112.952128,23.390627
上埔庄路口,上埔庄路口,上埔庄路口,BV09238941,113.535895,23.352064
上基村路口,上基村路口,上基村路口,BV11305423,113.681458,23.156485
上堂,上堂,上堂1,BV09169832,113.450611,23.137198
上堂,上堂,上堂站,BV11690379,113.451121,23.139151
上塘小学,上塘小学,上塘小学,BV11626273,113.493465,23.544914
上塘村,上塘村,上塘村,BV11629206,113.724846,23.41245
上塘村委,上塘村委,上塘村委,BV10977072,113.495928,23.543677
上境村,上境村,上境村,BV10015381,113.71229,23.173427
上大埔路口,上大埔路口,上大埔路口,BV11334264,113.489698,23.427324
上屋,上屋,上屋,BV11459347,113.577044,23.318433
上山背村,上山背村,上山背村,BV11156862,113.765579,23.463144
上庄,上庄,上庄,BV10338271,113.418234,23.075705
上扶罗,上扶罗,上扶罗,BV10021538,113.842586,23.315503
上新,上新,上新,BV11119544,113.660233,23.368073
上村,上村,上村站,BV10018333,113.388532,22.781492
上柏,上柏,上柏,BV10251715,113.019408,23.076849
上棚村,上棚村,上棚村,BV11555490,113.640363,23.311331
上步总站,上步总,上步总站,BV10019032,113.232036,23.172132
上步村,上步村,上步村,BV11688399,113.230036,23.171025
上水,上水,上水,BV11623811,113.470095,23.424632
上水(广州老人院),上水(广州老人院),上水(广州老人院),BV11621267,113.471795,23.427579
上水广州老人院,上水广州老人院,上水广州老人院,BV09367829,113.471795,23.427579
上沙村,上沙村,上沙村,BV11688723,113.15799,23.151762
上沙竹园,上沙竹园,上沙竹园,BV10256070,113.159648,23.15455
上油罗村,上油罗村,上油罗村,BV11650592,113.691426,23.314642
上涌,上涌,上涌2,BV09175488,113.309574,23.082879
上涌,上涌,上涌,BV10014360,113.309577,23.082888
上涌南,上涌南,上涌南,BV09005254,113.307436,23.076103
上涌果树公园,上涌果树公园,上涌果树公园,BV10019074,113.303527,23.080591
上涌果树公园南门,上涌果树公园南门,上涌果树公园南门,BV10791016,113.302142,23.073135
上渡头(独树岗),上渡头(独树岗),上渡头(独树岗),BV11147522,112.946083,23.369026
上游路总站,上游路总,上游路总站,BV11278285,113.601439,23.551035
上漖,上漖,上漖站,BV10015051,113.304853,23.040811
上白坭,上白坭,上白坭,BV10619181,113.161885,23.104813
上白泥,上白泥,上白泥,BV11626258,113.161883,23.104813
上社,上社,上社,BV11694281,113.360634,23.134991
上社,上社,BRT上社站N2子站,BV09386856,113.360317,23.135113
上社,上社,BRT上社N1,BV09375067,113.361611,23.134588
上社,上社,BRT上社N1,BV09350120,113.361527,23.134626
上社,上社,BRT上社S1,BV09172264,113.36002,23.134893
上社路口,上社路口,上社路口,BV10866350,113.188323,23.310962
上罗村委,上罗村委,上罗村委,BV11312999,113.638458,23.484669
上西村路口站,上西村路口,上西村路口站,BV11482397,113.394891,23.713506
上邵工业区,上邵工业区,上邵工业区,BV11633009,113.637494,23.157819
上邵工业区北,上邵工业区北,上邵工业区北,BV11641190,113.636648,23.159122
上邵村,上邵村,上邵村,BV10015419,113.638127,23.163699
上高潭,上高潭,上高潭,BV11115201,113.631751,23.487357
下亨田村,下亨田村,下亨田村,BV10252190,113.153411,23.158554
下亮,下亮,下亮,BV11399876,113.426838,23.670127
下佰坑村,下佰坑村,下佰坑村,BV11383676,113.519976,23.384615
下元村,下元村,下元村,BV10024224,113.663348,23.23006
下元村南,下元村南,下元村南,BV09190589,113.666519,23.215153
下北村站,下北村,下北村站,BV09233668,113.841031,23.432997
下南路,下南路,下南路,BV10021175,113.526634,23.36442
下南路口,下南路口,下南路口2,BV09370220,113.523356,23.363395
下南路口,下南路口,下南路口,BV10013787,113.523636,23.363325
下围村,下围村,下围村,BV09304832,113.82434,23.144131
下围路口,下围路口,下围路口,BV10878370,113.824445,23.142705
下坑庄,下坑庄,下坑庄,BV10022655,113.270655,23.316589
下坭村站,下坭村,下坭村站,BV10014917,113.377577,22.867769
下基村,下基村,下基村,BV11224108,113.685686,23.151626
下塘西路,下塘西路,下塘西路,BV09006123,113.268662,23.151945
下塘路口,下塘路口,下塘路口,BV11352964,113.413446,23.591111
下大步,下大步,下大步,BV10945042,113.9008,23.902564
下山门村,下山门村,下山门村,BV10023065,113.445606,22.98999
下岳村,下岳村,下岳村,BV10860793,113.637955,23.309945
下新村,下新村,下新村,BV10014470,113.287615,23.255163
下新村公园,下新村公园,下新村公园,BV11601273,113.286201,23.256366
下新村永和街,下新村永和街,下新村永和街,BV11601272,113.288568,23.25409
下新村街,下新村街,下新村街,BV11600168,113.287311,23.255546
下柏立交,下柏立交,下柏立交,BV10251714,113.029782,23.069648
下柏立桥,下柏立桥,下柏立桥,BV11179386,113.029733,23.070302
下横栏桥站,下横栏桥,下横栏桥站,BV10017922,113.435346,22.816191
下横沥大桥站,下横沥大桥,下横沥大桥站,BV10017148,113.50522,22.736348
下沙,下沙,下沙,BV10019592,113.447736,23.104082
下沙,下沙,下沙,BV11386267,113.446139,23.1039
下洞,下洞#1,下洞,BV11115183,113.622454,23.495303
下洞,下洞#2,下洞,BV11152731,113.965787,23.833826
下渡路口,下渡路口,下渡路口,BV10021713,113.302772,23.099841
下溪村路口,下溪村路口,下溪村路口,BV11336796,113.855085,23.722278
下漕,下漕,下漕,BV10262692,113.624463,23.018772
下罗市场,下罗市场,下罗市场,BV11312998,113.598876,23.527724
下芳村,下芳村,下芳村,BV10013605,113.236774,23.096136
下芳村,下芳村,下芳村1,BV11329135,113.235806,23.097962
下蒌元村,下蒌元村,下蒌元村,BV11118942,113.577821,23.1912
下西村委,下西村委,下西村委,BV11482395,113.388372,23.719628
下车路站,下车路,下车路站,BV11452843,113.608642,23.298729
世农茂生鲜市场,世农茂生鲜市场,世农茂生鲜市场,BV10939054,113.053266,23.497476
世外桃源,世外桃源,世外桃源,BV11275197,113.373784,23.410493
世环环保公司,世环环保公司,世环环保公司,BV10389120,112.929205,23.454307
丘屋,丘屋,丘屋,BV11488295,113.974183,23.771779
业田村,业田村,业田村,BV11383670,113.553171,23.318421
丛云路(泰兴路口),丛云路(泰兴路口),丛云路(泰兴路口),BV11683317,113.296902,23.221727
丛云路中,丛云路中,丛云路中,BV09188822,113.286673,23.209581
丛云路南,丛云路南,丛云路南,BV10389128,113.28324,23.205893
东乐路东,东乐路东,东乐路东,BV09265895,113.501745,23.136019
东乐路西,东乐路西,东乐路西,BV09265897,113.49975,23.134725
东乡村,东乡村,东乡村,BV10023115,113.276953,23.047982
东乡村东,东乡村东,东乡村东,BV11688059,113.275399,23.037893
东乡村西,东乡村西,东乡村西,BV11688087,113.27178,23.037883
东井村公交站,东井村公交,东井村公交站,BV11504673,113.578279,22.767776
东井村站,东井村,东井村站,BV10023465,113.578218,22.767763
东众路,东众路,东众路,BV09265898,113.500086,23.128651
东儒村,东儒村,东儒村,BV11625939,113.729902,23.583704
东兴市场,东兴市场,东兴市场,BV11162263,113.543278,23.108053
东兴苑,东兴苑,东兴苑,BV11208829,113.373814,22.931161
东兴路,东兴路,东兴路,BV10254610,113.195582,22.930576
东兴路口,东兴路口,东兴路口,BV10020074,113.409614,22.962422
东凌工业园,东凌工业园,东凌工业园,BV11692687,113.588896,23.197297
东凤南路,东凤南路,东凤南路,BV11385187,113.360832,23.358653
东凤村委,东凤村委,东凤村委,BV11385184,113.354175,23.361419
东区中学,东区中学,东区中学,BV11690290,113.532256,23.107171
东区市场,东区市场#1,东区市场,BV09095471,113.839153,23.283828
东区市场,东区市场#2,东区市场,BV09244918,113.33758,22.906768
东区路口,东区路口,东区路口站,BV11690297,113.539977,23.102828
东升,东升,东升,BV09415179,112.993678,23.450894
东升农场站,东升农场,东升农场站,BV10014986,113.428668,22.800379
东升医院,东升医院,东升医院,BV11688394,113.247569,23.121934
东升医院,东升医院,东升医院2,BV09295166,113.247569,23.121934
东华东路,东华东路,东华东路,BV11312275,113.28619,23.123525
东华东路西,东华东路西,东华东路西,BV11688486,113.281934,23.124443
东华南路,东华南路,东华南路站,BV10018549,113.283249,23.12369
东华南路总站(江湾桥脚),东华南路总站(江湾桥脚),东华南路总站(江湾桥脚),BV11621458,113.278427,23.12065
东华南路总站(江湾桥脚),东华南路总站(江湾桥脚),东华南路总站,BV10405857,113.278575,23.120754
东华庄,东华庄,东华庄,BV09410388,113.205428,23.388188
东华村,东华村#1,东华村站,BV11689356,113.618063,23.116832
东华村,东华村#2,东华村,BV09244989,113.292687,23.345878
东华村口,东华村口,东华村口,BV11541145,113.292848,23.347009
东华西路,东华西路,东华西路,BV11623782,113.278857,23.124394
东华西路,东华西路,东华西路站2号分站,BV09411886,113.27727,23.124621
东向桥,东向桥,东向桥,BV11508295,113.546381,23.436316
东向路口,东向路口,东向路口,BV10262826,113.63887,23.090634
东园新村,东园新村,东园新村,BV11691293,113.344338,22.914344
东圃,东圃,东圃,BV11688548,113.396114,23.111782
东圃二马路,东圃二马路,东圃二马路,BV10017898,113.395544,23.117973
东圃大马路,东圃大马路,东圃大马路,BV10017897,113.395808,23.120285
东圃大马路北,东圃大马路北,东圃大马路北,BV11602136,113.397373,23.122751
东圃客运站,东圃客运,东圃客运站,BV10015397,113.409238,23.121677
东圃总站,东圃总,东圃总站,BV10019425,113.395411,23.119812
东圃村,东圃村,东圃村,BV11633010,113.623037,23.161273
东圃珠村总站,东圃珠村总,东圃珠村总站,BV11192092,113.415911,23.127843
东圃石溪村,东圃石溪村,东圃石溪村,BV11361597,113.399642,23.110467
东坑,东坑,东坑,BV10014377,113.321775,23.195649
东坑村委,东坑村委,东坑村委,BV11126375,113.903834,23.900639
东坑村路口,东坑村路口,东坑村路口,BV11352975,113.367662,23.59527
东城万达广场,东城万达广场,东城万达广场,BV10574492,113.776536,23.03833
东城体育公园,东城体育公园,东城体育公园,BV11674113,113.768198,23.009208
东城体育公园停场,东城体育公园停场,东城体育公园停场,BV09285216,113.768129,23.008172
东城市场,东城市场,东城市场,BV10019751,113.365677,22.939144
东城花园,东城花园,东城花园,BV10023848,113.207325,23.398878
东基,东基,东基,BV11545639,113.511231,23.064918
东堤,东堤,东堤,BV11688516,113.272107,23.118679
东塱,东塱,东塱,BV09002998,113.249388,23.066308
东境村,东境村,东境村,BV11450914,113.810874,23.421667
东太村,东太村,东太村,BV10424372,113.580247,23.053922
东导小学站,东导小学,东导小学站,BV10019825,113.457768,22.902919
东导村委站,东导村委,东导村委站,BV10019810,113.458874,22.902878
东导桥站,东导桥,东导桥站,BV10019824,113.452515,22.903108
东山(署前路)总站,东山(署前路)总,东山(署前路)总站,BV09347831,113.289512,23.124777
东山体育场站,东山体育场,东山体育场站,BV11312276,113.282961,23.115933
东山口(东华北路),东山口(东华北路),东山口(东华北路),BV11448834,113.287804,23.126191
东山口(东华北路),东山口(东华北路),东山口,BV11309872,113.287229,23.127099
东山口(东华北路),东山口(东华北路),东山口(东华北路)1,BV09322857,113.287804,23.126191
东山口(中山大学附属第一医院),东山口(中山大学附属第一医院),东山口(中山大学附属第一医院),BV09369428,113.288361,23.126812
东山口总站,东山口总,东山口总站,BV10017761,113.288855,23.126212
东山口站(东华北路),东山口站(东华北路),东山口站(东华北路),BV10693291,113.285325,23.124992
东山广场总站,东山广场总,东山广场总站,BV10019141,113.290024,23.140018
东山总站(东华北路),东山总站(东华北路),东山总站(东华北路),BV10016141,113.288449,23.126373
东山总站(东华北路),东山总站(东华北路),东山总站,BV10021524,113.288304,23.126363
东山总站(署前路),东山总站(署前路),东山总站(署前路),BV10021758,113.289665,23.124906
东山总站(龟岗),东山总站(龟岗),东山总站(龟岗),BV11628707,113.289145,23.122007
东山龟岗(中共三大会址)总站,东山龟岗(中共三大会址)总,东山龟岗(中共三大会址)总站,BV10416004,113.289145,23.122007
东山龟岗总站,东山龟岗总,东山龟岗总站,BV11625413,113.289141,23.121981
东峻广场,东峻广场,东峻广场,BV11688575,113.300227,23.134423
东川路,东川路,东川路,BV10013936,113.280915,23.125463
东布岭,东布岭,东布岭,BV11118917,113.616801,23.194524
东平北路(横岗村口),东平北路(横岗村口),东平北路,BV10014200,113.31124,23.257767
东平北路(横岗村口),东平北路(横岗村口),东平北路(横岗村口),BV10014199,113.313595,23.259015
东平南路,东平南路,东平南路,BV10019449,113.303271,23.241659
东平大道,东平大道,东平大道,BV11187453,113.308052,23.251754
东平大道东,东平大道东,东平大道东,BV11187455,113.309324,23.251482
东平小学,东平小学,东平小学,BV10254191,113.131682,22.959779
东平市场,东平市场,东平市场,BV10014201,113.307808,23.254366
东平广场,东平广场#1,东平广场,BV10014202,113.306136,23.252578
东平广场,东平广场#2,东平广场,BV11652753,113.125772,22.967247
东平村钟屋路口,东平村钟屋路口,东平村钟屋路口,BV09133625,113.313207,23.255011
东平横岗东街口,东平横岗东街口,东平横岗东街口,BV11187454,113.313576,23.259634
东平路口,东平路口,东平路口,BV11688383,113.316024,23.259732
东怡新区,东怡新区,东怡新区,BV11690798,113.386803,22.938017
东成庄,东成庄,东成庄,BV10569189,113.332015,23.336884
东拓三路口,东拓三路口,东拓三路口,BV09254333,113.798913,23.204219
东捷路,东捷路,东捷路,BV11691184,113.49099,23.148013
东方一路,东方一路,东方一路,BV10019611,113.353875,23.133958
东方一路口,东方一路口,东方一路口,BV10019610,113.353213,23.135824
东方三路,东方三路,东方三路,BV10019612,113.355741,23.131372
东方二路站,东方二路,东方二路站,BV09355221,113.355215,23.133359
东方名都,东方名都,东方名都,BV10884951,113.586106,23.127248
东方广场B站,东方广场,东方广场B站,BV10475529,113.114871,23.039377
东方广场北门,东方广场北门,东方广场北门,BV11139067,113.116661,23.041734
东方广场北门总站,东方广场北门总,东方广场北门总站,BV10252150,113.11713,23.042124
东方广场西门,东方广场西门,东方广场西门,BV11501393,113.113364,23.041167
东方村总站,东方村总,东方村总站,BV10507264,113.286388,23.463742
东方白云花园,东方白云花园,东方白云花园,BV10023204,113.385031,22.950384
东方红村站,东方红村,东方红村站,BV09255213,113.508636,22.714415
东方花园,东方花园,东方花园,BV10020166,113.372667,22.932778
东旺市场,东旺市场,东旺市场,BV10713665,113.21939,23.172662
东昌社,东昌社,东昌社,BV10388028,113.198338,23.350837
东明二路,东明二路,东明二路,BV11580946,113.501189,23.147222
东明墟,东明墟,东明墟,BV10945043,113.866965,23.891903
东明居委,东明居委,东明居委,BV11126373,113.870818,23.895176
东明片区候车亭,东明片区候车亭,东明片区候车亭,BV11450913,113.732584,23.723955
东星,东星#1,东星,BV11152944,113.823719,23.73632
东星,东星#2,东星,BV11398021,113.523178,23.418307
东星村委,东星村委,东星村委,BV11152949,113.825911,23.735467
东星社,东星社,东星社,BV11628105,113.565421,23.40241
东晓南路,东晓南路,东晓南路站,BV10013742,113.281537,23.088069
东晓南路口,东晓南路口,东晓南路口,BV10022461,113.286404,23.079181
东晓路(天园路口),东晓路(天园路口),东晓路(天园路口),BV10019497,113.279906,23.107629
东晖路,东晖路,东晖路,BV10703778,113.511029,23.074477
东晖路,东晖路(夏园农民公寓),东晖路,BV09292564,113.518835,23.073442
东村,东村,东村,BV11640005,113.06156,22.988158
东汇城,东汇城,东汇城,BV10020761,113.813256,23.288641
东江大道中站,东江大道中,东江大道中站(停南行),BV09319310,113.528536,23.061145
东江大道中站,东江大道中,东江大道中站(停北行),BV09319311,113.528796,23.061256
东江大道南,东江大道南,东江大道南,BV09394737,113.588176,23.105708
东江市场,东江市场,东江市场,BV11208026,113.371741,22.930406
东江村,东江村#1,东江村,BV09243524,113.660403,23.516026
东江村,东江村#2,东江村,BV11474711,113.836156,23.193669
东江逸珑湾,东江逸珑湾,东江逸珑湾,BV11640274,113.63644,23.11164
东江首府,东江首府,东江首府,BV10016857,113.621017,23.109875
东江首府东,东江首府东,东江首府东,BV11619211,113.623728,23.113298
东汾村,东汾村,东汾村,BV11463929,113.88361,23.375416
东沙,东沙#1,东沙,BV10017992,113.249905,23.06483
东沙,东沙#2,东沙,BV09031070,113.242202,23.003547
东沙大道南,东沙大道南,东沙大道南,BV10017993,113.250425,23.062248
东沙工业园总站,东沙工业园总,东沙工业园总站,BV10018529,113.234838,23.056366
东沙村,东沙村,东沙村,BV10023243,113.357428,22.964627
东沙村天桥,东沙村天桥,东沙村天桥,BV10019873,113.353511,22.968881
东沙桥底,东沙桥底,东沙桥底站,BV11629136,113.250175,23.054405
东沙街道办,东沙街道办,东沙街道办,BV10018528,113.240299,23.058683
